OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
66709,CIRCLE K #2709343,"I-24, EXIT 169",Wildwood,GA,285,3.14566666,34.969132,-85.40791986363635
66715,7-Eleven #34210,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,800,3.189,40.1672117,-105.101928
66717,Fast Stop Travel Centers #1131,"I-25/US-87, EXIT 80",Wheatland,WY,795,3.499,42.054424,-104.952726
66718,Bartonville SHELL,"I-474, EXIT 6",Peoria,IL,368,4.299,40.6938609,-89.5891008
66720,MOUNTAIN ENERGY #126,"I-26, EXIT 13",Hendersonville,NC,210,2.84566666,35.3187279,-82.4609528
66721,USA SPEEDTRAC,"I-49US-167, EXIT 11",Grand Coteau,LA,730,3.399,30.4199203,-92.0465087
66725,SPEEDWAY #9662,I-264,Louisville,KY,415,3.029,38.2542376,-85.759407
66728,CIRCLE K #2723706,"I-81/US-52, EXIT 72 & I-77, EXIT 41",Wytheville,VA,185,3.349,36.9479966,-81.0869747
66734,Marathon,"I-675, Exit 7",Ellenwood,GA,18,3.009,33.6101096,-84.287978
66737,THE JUNCTION,US-59 & US-73,Atchison,KS,400,3.279,39.545816,-95.3326052
66738,TREX MART #9,I-29,Dearborn                                ,MO,400,2.999,39.5219411,-94.7699608
66739,ZIP TRIP #64,I-29,Brookings                               ,SD,530,3.399,44.311461,-96.79844
66741,DEANS LANE VALERO,I-295,Monmouth Junction,NJ,230,3.14566666,40.384022200000004,-74.53308403231352
66742,DEEP WATER TRUCK STOP,"I-295, EXIT 2C",Penns Grove,NJ,230,3.279,39.7295581,-75.4679734
66746,CASEYS #4246,"I-30, EXIT 123",Bryant,AR,695,3.03233333,34.5959045,-92.488348
66747,LOVES TRAVEL STOP #322,"I-90, EXIT 3",Roscoe,IL,290,3.789,42.4133505,-89.0092742
66749,BIG RIVER #18,"I-310 EXIT 2, & US-61",Saint Rose,LA,725,3.099,29.9468716,-90.3231349
66750,LOVES TRAVEL STOP #177,I-35,El Dorado,KS,336,3.25566666,37.8174581,-96.8572143
66751,FAST N FRIENDLY,"I-35, EXIT 132",Emporia                                 ,KS,336,3.65733333,38.4040054,-96.181623
66756,CASEYS #2550,"I-35, EXIT 33 & US-34",Osceola,IA,320,3.339,43.3684613,-95.6299944
66760,LOVES TRAVEL STOP #326,I-26 EXIT 154A,Orangeburg,SC,135,3.389,33.4525530969879,-80.72432965273275
66761,SPEEDWAY #4589,US-501 & SR-90,Conway,SC,205,3.064,33.8360035,-79.0478143
66762,EXXON TIGER MART #44,"US-45,  EXIT 249",Ennis,TX,637,3.099,32.3293111,-96.6252679
66763,SPEEDWAY #7998,US-52 & US-74,Wadesboro,NC,46,3.64566666,34.9681767,-80.07674
66765,STRIPES #40736,US-77/US-83,Olmito,TX,598,2.999,26.0194434,-97.5347089
66767,SPRINT MART #49,"I-22/US-78, EXIT 87 & SR-811",Tupelo,MS,742,2.99233333,34.2576067,-88.7033859
66769,PETRO STOPPING CENTER #344,"I-95, EXIT 3",Kingsland,GA,75,3.649,30.7999563,-81.6898261
66771,FLYING J TRAVEL PLAZA #727,"I-69C/US-281, EXIT 8 & FM-1925",Edinburg,TX,639,3.084,26.3013982,-98.1624501
66773,STRIPES 7FLEET #42475,US-62,Hobbs,NM,700,3.459,32.707667,-103.1311314
66774,Clark #4667,"I-80/I-90, EXIT 39 & SR-109",Delta,OH,550,3.699,41.5725731,-84.0059127
66775,GO MART,US-33 & CR-116,Rockbridge,OH,315,3.499,39.5797876,-82.5221027
66776,S&G #77,US-224 & US-23,Alvada,OH,411,3.259,41.0503322,-83.4018693
66778,LOVES TRAVEL STOP #169,"I-44, EXIT 179 & US-377/SR-99",Stroud                                  ,OK,560,3.144,35.7477749,-96.6566742
66780,DIAMOND #20,"I-65, EXIT 93 & SR-84",Evergreen,AL,720,3.399,31.4334994,-86.9569176
66784,Texaco #384529,US-80/SR-8 & SR-14,Selma,AL,720,3.299,32.4078632,-87.0207473
66785,WINFIELD TRUCK STOP,SR-129,Winfield,AL,615,3.659,33.9281866,-87.8163017
66786,Circle K #2741791,"I-40, EXIT 175 & SR-31",Lonoke,AR,695,3.139,34.7414404,-91.862792
66787,TEXACO,"I-59, EXIT 67B",Hattiesburg                             ,MS,620,3.06566666,31.3271189,-89.2903392
66788,CIRCLE K #4703626,"I-75, EXIT 60 & SR-68",Sweetwater,TN,285,3.289,35.6014636,-84.4610394
66793,CIRCLE K #2723693,"I-526, EXIT 19 & SR-10-60",Charleston,SC,42,2.97566666,32.7884363,-79.9399309
66795,FUEL MART #645,"I-90, EXIT 353",Spencer                                 ,SD,530,3.499,43.727479,-97.593124
66796,ROYAL FARMS #109,US-13 & SR-404,Bridgeville,DE,243,3.259,38.7427231,-75.6032026
66799,ONE9 #1403,"I-75/SR-93, EXIT 451 & US-129",Jasper,FL,10,3.259,30.5182727,-82.94819
66799,SHELL DBA ONE9 #1403,"I-75/SR-93, EXIT 451 & US-129",Jasper,FL,10,3.244,30.5182727,-82.94819
66800,CIRCLE K #2743950,I-35,San Antonio,TX,740,2.804,29.4246002,-98.4951405
66801,SUNSTOP #330,"I-75, EXIT 460 & SR-6",Jennings,FL,75,3.299,30.6041817,-83.0990699
66802,MOBIL,US-27 & SR-66,Sebring                                 ,FL,140,3.459,27.4957453,-81.4410425
66803,Stripes,FM-2061 & FM-3072,Pharr,TX,639,3.16566666,26.1947962,-98.1836216
66804,PWI #586,"I-80, EXIT 104  & US-191",Rock Springs,WY,835,3.199,41.5860557,-109.2194544
66805,CIRCLE K #2723553,US-27,Ringgold,GA,285,3.07566666,34.91591,-85.1091173
66807,QUICK FUEL #5303,"I-35E, EXIT 436A",Dallas,TX,637,3.04566666,32.6407604215757,-96.82203662821523
66809,CASEYS #3449,SR-78,Wapello,IA,380,3.349,41.0137597,-92.4140217
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.509,41.9538384,-87.9431781
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.449,41.9538384,-87.9431781
66810,QUICK FUEL #3145,SR-83,Bensenville,IL,290,3.539,41.9538384,-87.9431781
66812,FAMILY EXPRESS #47 (DISCOUNT AVAILABLE),"I-65, EXIT 201 & US-24/US-231",Remington,IN,375,3.55233333,40.7608729,-87.1508522
66813,MCCLURE OIL #59,I-69 EXIT 259,Gas City                                ,IN,457,3.639,40.4880229,-85.6125667
66815,MAXS #132,US-641 N,Murray,KY,490,3.399,36.6105066,-88.3151539
66816,CIRCLE K #4707082,"I-95, EXIT 132 & SR-139",Fairfield,ME,170,3.899,44.601682601736584,-69.59265609077573
66817,JOLLY TRUCK STOP,US-82/US-287,Wichita Falls,TX,770,2.899,33.9004572,-98.5020777
66819,ROAD RANGER #265,"I-88, EXIT 54",Dixon,IL,520,3.499,41.8425197,-89.4814291
66819,ROAD RANGER #265,"I-88, EXIT 54",Dixon,IL,520,3.479,41.8425197,-89.4814291
66820,CM BREAUX BRIDGE,"I-10, EXIT 109",Breaux Bridge,LA,600,3.299,30.2735323,-91.8992837
66821,DENTON GOOSE CREEK,SR-404/SR-619,Denton                                  ,MD,194,3.259,38.8845583,-75.8271564
66822,WILD BILL'S,I-78,Sherman                                 ,MS,435,2.919,34.3592707,-88.8411688
66824,STRIPES #42435,US-87/US-277,San Angelo,TX,740,2.799,31.4649685,-100.4405094
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.17697241,,
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.17963978,,
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.1758301,,
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.17811523,,
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.18765839,,
66827,FLYING J #860,"QEW, EXIT 5",Fort Erie,ON,430,5.18842336,,
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.39469036,39.3789387,-85.3883005
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.40169746,39.3789387,-85.3883005
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.39543974,39.3789387,-85.3883005
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.40219907,39.3789387,-85.3883005
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.39394131,39.3789387,-85.3883005
66829,KINGSTON CARDLOCK,"HWY 401, EXIT 611",Kingston                                ,ON,410,3.45216443,39.3789387,-85.3883005
66831,PETRO-CANADA,HWY 17/ 69,Sudbury                                 ,ON,460,3.48592833,39.77238600022373,-86.31915947324285
66831,PETRO-CANADA,HWY 17/ 69,Sudbury                                 ,ON,460,3.47900265,39.77238600022373,-86.31915947324285
66831,PETRO-CANADA,HWY 17/ 69,Sudbury                                 ,ON,460,3.47746734,39.77238600022373,-86.31915947324285
66831,PETRO-CANADA,HWY 17/ 69,Sudbury                                 ,ON,460,3.48541438,39.77238600022373,-86.31915947324285
66833,STRIPES #5148,US-281,Pharr,TX,639,3.399,26.1947962,-98.1836216
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.339,40.894431631316564,-89.04588614665892
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.439,40.894431631316564,-89.04588614665892
66834,ROAD RANGER #186,"I-39/US-51, EXIT 27 & SR-2/CR-2200",Minonk,IL,280,3.449,40.894431631316564,-89.04588614665892
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.39722401,34.7193667,-86.663325
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.40630048,34.7193667,-86.663325
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.39948962,34.7193667,-86.663325
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.39625375,34.7193667,-86.663325
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.40695023,34.7193667,-86.663325
66836,FLYING J TRAVEL PLAZA #786,HWY 16,Sherwood Park,AB,80,4.3981947,34.7193667,-86.663325
66838,RUTTERS #96,US-322 & SR-655,Milroy,PA,14,4.05066666,40.7162115,-77.58921932946834
66843,FLYING J TRAVEL PLAZA #728,"I-10, EXIT 37",El Paso,TX,640,3.09233333,31.7601164,-106.4870404
66844,CIRCLE K #2706984,US-77 & CR-1356,Kingsville,TX,625,2.82233333,27.5158689,-97.856109
66845,CIRCLE K #2723643,SR-431,Dothan,AL,20,3.58233333,31.2237285,-85.3934375
66846,CIRCLE K #2723664,US-280,Childersburg,AL,615,3.899,33.2781686,-86.3549774
66847,CIRCLE K #2723667,"I-20, EXIT 185 & SR-21",Oxford,AL,615,2.999,33.6149211,-85.8339391
66848,CIRCLE K #2723695,"I-55, EXIT 265",Senatobia,MS,435,3.199,34.6187807,-89.9646282
66850,Stripes,ST 77,Riviera,TX,625,3.12566666,27.2987386,-97.8143004
66853,LOVES TRAVEL STOP #327,US-77 & FM-1898,Kingsville,TX,625,3.15566666,27.5158689,-97.856109
66854,TA WAPAKONETA TRAVEL CENTER,"I-75, EXIT 111",Wapakoneta                              ,OH,411,3.28233333,40.5678265,-84.1935594
66856,Speedway #4800,"I-94, EXIT 183",Clearwater,MN,453,3.199,47.5643825,-95.3747844
66858,LOVES TRAVEL STOP #328,"I-10, EXIT 162",Chandler,AZ,930,3.469,33.3062031,-111.841185
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.7314019,,
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.74186729,,
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.74116815,,
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.7303579,,
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.73244636,,
66859,FLYING J TRAVEL PLAZA #791,HWY-11/HWY-12,Saskatoon,SK,575,4.51093964,,
66862,LOVES TRAVEL STOP #330,I-40 EXIT 280 & SR-56,Baxter,TN,460,3.234,35.97840341920404,-83.93231610898845
66863,101 TRAVEL PLAZA,"I-40, EXIT 101 & SR-104",Cedar Grove,TN,435,2.999,35.8170107,-88.5956099
66865,FLYING J FUEL STOP #741,US-287/US-281/US-82 & SR-473,Wichita Falls,TX,770,3.12566666,33.9004572,-98.5020777
66867,KWIK STAR #212,"US-61, EXIT 156",Maquoketa,IA,335,3.624,42.0690915,-90.6654748
66868,STRIPES #40604,US-83,Mission,TX,639,2.88233333,26.2159066,-98.3252932
66869,SPEEDWAY #4630,US-220 BUS & CR-782,Ridgeway,VA,185,3.409,36.5768047,-79.8583721
66870,PETRO STOPPING CENTER NAPOLEON,"US-24/US-6/CR-3, EXIT 41",Napoleon,OH,550,3.70566666,41.3922726,-84.1252243
66874,FLYING J TRAVEL PLAZA #733,"I-27, EXIT 4 & US-82",Lubbock,TX,700,3.33233333,33.542724199999995,-101.8448818
66876,PILOT TRAVEL CENTERS #156,SR-1633 & SR-813 & SR-9004,Mortons Gap,KY,490,3.629,37.2367115,-87.4752761
66877,PILOT TRAVEL CENTER #916- TOWN PUMP,US-93 & US-12,Lolo,MT,820,3.609,46.775174,-114.09756907366987
66878,PILOT TRAVEL CENTER #915- TOWN PUMP,"I-90, EXIT 455",Billings,MT,780,3.58066666,45.74355214365942,-108.56237261278007
66879,TA EXPRESS,"I-40, EXIT 101",Atkins,AR,695,3.34066666,35.25036311076984,-92.94360622593695
66880,LOVES TRAVEL STOP #324,I-80 EXIT 242 & SR 339,Mifflinville,PA,138,3.96566666,41.029526,-76.29989646192385
66881,PLAZAGO TRUCKSTOP,US-50/SR-61 & SR-96/SR-14,South Hutchinson,KS,570,3.269,38.0280671,-97.9403303
66888,LOVES TRAVEL STOP #334,"I-84, EXIT 211 & US-30/SR-24",Heyburn,ID,785,3.89233333,42.5585202,-113.763904
66890,CASEYS #4223,US-25E,Middlesboro,KY,405,3.489,36.6072968,-83.7143317
66892,LOVES TRAVEL STOP #336,"I-94, EXIT 112",Marshall,MI,385,3.489,41.0324537,-89.2998456
66892,LOVES TRAVEL STOP #336,"I-94, EXIT 112",Marshall,MI,385,3.569,41.0324537,-89.2998456
66892,LOVES TRAVEL STOP #336,"I-94, EXIT 112",Marshall,MI,385,3.589,41.0324537,-89.2998456
66892,LOVES TRAVEL STOP #336,"I-94, EXIT 112",Marshall,MI,385,3.649,41.0324537,-89.2998456
66893,ONE9 #1291,US-287 & CR-174,Bowie,TX,770,2.91233333,33.4198886,-94.4479626
66894,PILOT TRAVEL CENTERS #259,US-69,Muskogee,OK,560,3.32233333,35.6630196,-95.3927706
66895,TA Express Tonkawa,"I-35, EXIT 40 & US-60",Tonkawa,OK,500,3.294,36.6783679,-97.3100442
66897,FLYING J TRAVEL PLAZA #604,"I-65, EXIT 158",Hope Hull,AL,720,3.309,32.2698632,-86.3571916
66898,PILOT TRAVEL CENTERS #384,"I-95, EXIT 58",Colonial Heights,VA,180,3.799,37.2555718,-77.4112016
66899,LOVES TRAVEL STOP #333,"I-77, EXIT 83",Fort Mill,SC,46,3.38066666,35.0073697,-80.9450759
66900,DODGE CITY PETRO #397,"I-65, EXIT 299 & SR-69",Hanceville,AL,615,3.919,34.0623275,-86.7627004
66902,CIRCLE K #4707239,SR-103,Warner,NH,170,3.93233333,43.287864176920536,-71.86449170206492
66905,CIRCLE K #4707212,SR-27,Raymond,NH,170,3.759,43.04299555738628,-71.17451824219197
66906,LOVES TRAVEL STOP #331,"I-45, EXIT 272",Hutchins,TX,630,3.10233333,32.63593391348767,-96.70069444805344
66908,CIRCLE K #2723708,"I-81, EXIT 77",Wytheville,VA,65,3.36566666,36.9479966,-81.0869747
66911,LOVES TRAVEL STOP #343,"I-20 & I-59, EXIT 165",Toomsuba,MS,705,3.009,32.418474,-88.5069819
66912,LOVES TRAVEL STOP #335,"I-15, EXIT 62 & SR-130",Cedar City,UT,910,3.677,37.6774238,-113.061827
66912,LOVES TRAVEL STOPS #335,"I-15, EXIT 62 & SR-130",Cedar City,UT,910,3.649,37.6774238,-113.061827
66914,FLYING J TRAVEL PLAZA #683,"I-95, EXIT 106",Kenly,NC,205,3.709,35.5959363,-78.1240031
66915,CIRCLE K #2723716,"I-81, EXIT 84",Max Meadows,VA,185,3.46233333,36.981500999999994,-80.95804908043478
66918,MINIT MART #647,"I-39, EXIT 35 & SR-17",Wenona,IL,280,3.549,41.0525331,-89.0503587
66918,MINIT MART #647,"I-39, EXIT 35 & SR-17",Wenona,IL,280,3.499,41.0525331,-89.0503587
66920,7-ELEVEN #35562,"I-85, EXIT 32",Charlotte,NC,46,3.379,35.2272086,-80.8430827
66921,LOVES TRAVEL STOP #338,"I-95/SR-405, EXIT 90 & SR-144",Richmond Hill,GA,195,3.364,31.9382381,-81.3035515
66922,LOVES TRAVEL STOPS #339,"I-20, EXIT 115 & FM-1882",Odessa,TX,710,3.549,31.878973807104042,-102.27882922128376
66922,LOVES TRAVEL STOP #339,"I-20, EXIT 115 & FM-1882",Odessa,TX,710,3.549,31.878973807104042,-102.27882922128376
66923,LOVES TRAVEL STOP #765,"I-85, EXIT 147",Commerce,GA,16,3.21066666,34.203997,-83.4571058
66925,FLYING J TRAVEL PLAZA #714,"I-77, EXIT 73",Rock Hill,SC,46,3.399,34.9248667,-81.0250784
66927,PILOT TRAVEL CENTER #41,I-64 EXIT 113 SE QUAD,Mount Sterling                          ,KY,410,3.759,38.083068070620804,-83.93196671676897
66927,PILOT TRAVEL CENTERS #41,I-64 EXIT 113 SE QUAD,Mount Sterling                          ,KY,410,3.769,38.083068070620804,-83.93196671676897
66928,FLYING J TRAVEL PLAZA #730,"I-35/US-83, EXIT 13",Laredo,TX,693,3.599,27.5075005,-99.5069922
66929,FLYING J TRAVEL PLAZA #642,"I-255,  EXIT 17",East Saint Louis                        ,IL,540,3.599,38.6268666,-90.159707
66929,FLYING J TRAVEL PLAZA #642,"I-255,  EXIT 17",East Saint Louis                        ,IL,540,3.499,38.6268666,-90.159707
66929,FLYING J TRAVEL PLAZA #642,"I-255,  EXIT 17",East Saint Louis                        ,IL,540,3.389,38.6268666,-90.159707
66929,FLYING J TRAVEL PLAZA #642,"I-255,  EXIT 17",East Saint Louis                        ,IL,540,3.699,38.6268666,-90.159707
66931,CASEYS #3896,"I-380, EXIT 35",Center Point,IA,380,3.449,42.1908265,-91.7851772
66932,CIRCLE K #4701444,US-34 & SR-164,Monmouth,IL,345,3.449,40.9127103,-90.6472477
66932,CIRCLE K #4701444,US-34 & SR-164,Monmouth,IL,345,3.399,40.9127103,-90.6472477
66935,FRANCIS CREEK TRAVEL PLAZA,SR-41,Francis Creek,WI,444,3.384,44.199439,-87.7214755
66937,LOVES TRAVEL STOP #341,"I-44, EXIT 189",Rolla,MO,540,3.30066666,37.9509324,-91.7708076
66939,KWIK TRIP #416,SR-172 & CR-GV,De Pere,WI,582,3.39066666,44.4493584,-88.0599986
66941,PILOT TRAVEL CENTERS #367,"I-30, EXIT 87 & 88",Caddo Mills,TX,630,3.169,33.065668,-96.2278201
66942,MAVERIK COUNTRY STORE #612,"I-15, EXIT 362",Brigham City,UT,835,3.449,41.5110434,-112.0154991
66944,LOVES TRAVEL STOPS #316,"I-95, EXIT 273 & US-1",Ormond Beach,FL,75,3.489,29.2854132,-81.0557921
66944,LOVES TRAVEL STOP #316,"I-95, EXIT 273 & US-1",Ormond Beach,FL,75,3.477,29.2854132,-81.0557921
66945,PILOT TRAVEL CENTERS #159,"I-64, EXIT 211",Providence Forge,VA,180,3.899,37.4424264,-77.0439583
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.6295456,,
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.62000927,,
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.61898985,,
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.62102914,,
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.63022827,,
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley                              ,MB,900,4.62238967,,
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.62238967,37.6044889,-92.30222
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.62000927,37.6044889,-92.30222
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.63022827,37.6044889,-92.30222
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.6295456,37.6044889,-92.30222
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.61898985,37.6044889,-92.30222
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.62102914,37.6044889,-92.30222
66948,CIRCLE K #4707618,"I-481, EXIT 8 & CR-82",East Syracuse,NY,220,3.799,43.0653446,-76.0785332
66951,BERKLYS TRAVEL CENTER #3,US-377/US-87,Brady,TX,575,3.61566666,31.1316876,-99.3348678
66953,LOVES TRAVEL STOP #355,"I-65, EXIT 16",Memphis,IN,415,3.949,38.4833963,-85.7616319
66954,LOVES TRAVEL STOP #344,I-240 EXIT 21 & US-78/SR-4,Memphis,TN,435,3.249,35.1460249,-90.0517638
66955,LOVES TRAVEL STOP #349,"I-8, EXIT 3",Yuma,AZ,900,3.50233333,32.659646300000006,-114.36434519043962
66956,LOVES TRAVEL STOP #348,"I-69/I-24, EXIT 27 & US-62",Calvert City,KY,490,3.689,37.0333896,-88.3500362
66957,LOVES TRAVEL STOP #346,I-65 EXIT 46 & SR-99,Columbia,TN,460,3.789,35.6148165,-87.0338464
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.40695023,42.055624949999995,-88.22025844598608
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59317483,42.055624949999995,-88.22025844598608
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59114784,42.055624949999995,-88.22025844598608
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.39722401,42.055624949999995,-88.22025844598608
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.60163996,42.055624949999995,-88.22025844598608
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59452716,42.055624949999995,-88.22025844598608
66959,PILOT TRAVEL CENTERS #388,"I-20 & I-59, EXIT 151",Meridian,MS,705,2.979,32.3643098,-88.703656
66961,CIRCLE K #2707020,"I-4, EXIT 32 & US-98/SR-700/SR-35",Lakeland,FL,225,3.414,28.0394654,-81.9498042
66962,PILOT TRAVEL CENTERS #242,"I-74, EXIT 109",Shelbyville,IN,375,3.999,39.5214373,-85.7769238
66962,PILOT TRAVEL CENTER #242,"I-74, EXIT 109",Shelbyville,IN,375,3.999,39.5214373,-85.7769238
66963,SPARTA TRAVEL CENTER,"I-90, EXIT 28",Sparta,WI,420,3.179,43.9440667,-90.8108268
66964,PILOT TRAVEL CENTERS #239,US-30/US-23,Upper Sandusky,OH,411,3.899,40.8272785,-83.2813089
66965,EATONTON TRAVEL CENTER,US-441/US/129/SR-24,Eatonton,GA,67,3.249,33.3267128,-83.388485
66966,LOVES TRAVEL STOP #352,I-71 EXIT 65,Jeffersonville,OH,315,3.42233333,39.6536719,-83.5638094
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.46211176,39.820366,-86.324043
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45292033,39.820366,-86.324043
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45521463,39.820366,-86.324043
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45390331,39.820366,-86.324043
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45193778,39.820366,-86.324043
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.46276974,39.820366,-86.324043
66968,FLYING J TRAVEL PLAZA #675,US-136 & SR-27,Wayland,MO,345,3.30566666,40.3944871,-91.5832149
66972,PETRO STOPPING CENTER #339,"I-90, EXIT 272",Spokane,WA,970,3.999,47.6571934,-117.42351
66972,PETRO STOPPING CENTER #339,"I-90, EXIT 272",Spokane,WA,970,3.959,47.6571934,-117.42351
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.63022827,37.6044889,-92.30222
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62238967,37.6044889,-92.30222
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62102914,37.6044889,-92.30222
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.61898985,37.6044889,-92.30222
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62000927,37.6044889,-92.30222
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.6295456,37.6044889,-92.30222
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.74116815,29.508510344908554,-98.6581942119892
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.73244636,29.508510344908554,-98.6581942119892
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.7314019,29.508510344908554,-98.6581942119892
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.74186729,29.508510344908554,-98.6581942119892
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.7303579,29.508510344908554,-98.6581942119892
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.73383969,29.508510344908554,-98.6581942119892
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.74116815,44.9471087,-90.3194786
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.73244636,44.9471087,-90.3194786
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.7303579,44.9471087,-90.3194786
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.73383969,44.9471087,-90.3194786
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.7314019,44.9471087,-90.3194786
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.74186729,44.9471087,-90.3194786
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.46211176,,
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.45390331,,
